title,summary
태초에 빌런이 있었으니,"선과 악이 극명한 이야기의 주인공은 대부분 선의 편이었다. 그리하여 악의 이야기는 늘 수면 아래 머물러 있다. 반면, 현실 속에서는 온갖 종류의 악당들이 날뛴다. 우리네 삶에서는 영웅보다 악당이 더 많은데, 그렇다면 악당을 주인공으로 한 이야기도 많아야 하지 않을까? 젊은 상상력으로 호평받은 다섯 명의 장르 작가가 『태초에 빌런이 있었으니』를 통해 악당들의 이야기와 그 이면에 숨겨진 부조리한 시스템를 정면으로 드러낸다."
적의를 담아 애정을 고백하는 법,"제26회 미시마 유키오상, 제1회 후라우 문예대상 수상작. 반에서 특별히 눈에 띄지 않는 초등학생 여자애 ‘다니자와 유카’. 친구와 그저 친하게 지내는 것이 다였던 초등학교를 졸업하고, 중학생이 되자 모두의 계급이 정해진다. 예쁘고 잘생긴 애들은 못생기거나 소심한 애들을 노골적으로 무시하고 싫어한다. 아무도 교실 안에 계급이 있다고 대놓고 말하지 않지만, 유카는 이런 일들을 목격하고 당한다.

유카의 위치는 높지도, 아주 낮지도 않은 ‘수수하고 얌전한 여자애’ 그룹. 중간에서 조용하게 학교생활을 보내면서도 한편으로는 다른 애들을 위에서 관찰하는 것으로, 자신은 ‘특별한 여자애’라고 되뇐다. 유카는 이런 특별해지고 싶다는 마음을 서예 교실을 함께 다니다 친해진 남자애 ‘이부키 요타’에게 쏟아낸다.

유카는 호기심에 시작한 키스 이후로, 점점 이부키를 ‘장난감’으로 삼고 싶은 욕구가 강해진다. 하지만 이부키와 가까워지고 싶어도, 교실에서 자유롭게 움직일 수 있는 권리가 있는 건 급 높은 애들뿐이다. 유카는 ‘얌전한 여자애’답게 말도, 표정도, 행동도 원하는 대로 하지 못한다. 감정은 점점 커지기만 해서 유카는 주체할 수 없는 열기를 밀어붙이기만 한다. 연애인지 지배인지 불분명한 관계를 이어가면서 둘의 사이는 점점 어긋난다."
데미안,이음문고 1권. 헤르만 헤세 소설. 에밀 싱클레어라는 한 소년이 데미안을 만나게 되면서 유년 시절의 자신을 감싸고 있던 세계에서 벗어나 진정한 '나' 자신에 이르는 길을 찾아가는 성장 소설이다. 헤르만 헤세의 유년 시절 경험이 반영된 자전적 소설이며 인간 내면의 양면성을 섬세하면서도 대담하게 다루었다.
앙코르 꼬마 니콜라 (합본),"작가 르네 고시니가 세상을 떠난 뒤 발견된 미발표 에피소드 45편을 모아 엮은 '앙코르 꼬마 니콜라' 시리즈. '앙코르 꼬마 니콜라' 시리즈가 새로운 모습으로 우리 곁에 돌아왔다. 세 권에 걸친 기존 시리즈를 한 권의 책에 담아낸 <앙코르 꼬마 니콜라> 애장판이 출간된 것이다. 문장을 매끄럽게 다듬고 이에 맞춰 삽화를 다시 추렸다.

1959년 주간지 「필토르」에 소개된 이래 '꼬마 니콜라'는 탄생 50주년을 훌쩍 넘긴 지금도 전 세계인의 한결같은 사랑을 받고 있다. 30여 개의 언어로 번역되어 전 세계에 2,000만 부 이상 판매된 '꼬마 니콜라'는 프랑스 유명 삽화가 장 자크 상페와 재치 있는 유머 작가 르네 고시니가 빚어낸 최고의 걸작이라는 평가를 받으며, 세대와 국경을 초월하는 또 하나의 고전으로 자리매김하였다.

세계에서 가장 유명한 악동 니콜라가 <앙코르 꼬마 니콜라>에서 다시 한번 멋진 활약을 펼친다. 뚱보 짝꿍 알세스트, 모범생 아냥, 주먹대장 외드, 부자 아빠를 둔 조르푸아, 꼴찌를 도맡아 하는 클로테르 등 개성 강한 친구들도 니콜라와 함께 나선다. 집과 학교, 동네 수영장과 이발소, 초콜릿 공장, 잡다한 물건들이 쌓인 빈터에서 벌이는 그들의 못 말리는 소동은 유쾌, 상쾌, 통쾌하다."
신을 죽인 자의 행로는 쓸쓸했도다,"삶과 죽음의 문제를 탐구하며 통종교적이며 형이상학적인 소설세계를 구축해온 박상륭이 <칠조어론> 이후 십 년만에 선보이는 장편 소설. 지은이 스스로 산문집 <산해기>의 속편이라고 밝힌 이 책에서, 그는 니체에 도전장을 내밀고 차라투스트라와 한판 대결을 펼친다.

소설은 니체의 <차라투스투라는 이렇게 말했다>와 동일하게, 차라투스투라가 산에서 내려오는 장면으로 시작되어 한 늙은 성자를 만나 이야기를 나누는 형식으로 진행된다. 그렇지만 모든 서사구조와 소설적 모티프들은 의미상의 철저한 변용과 전복의 과정을 거쳐 선택된 것. 지은이는 책 전반에 걸쳐 차라투스투라에 조목조목 반격하고 있다.

한 마디로 이 책은, '니체의 차라투스투라에 대한 박상륭의 해석과 박상륭이 창조한 새 차라투스투라 읽기'로 정의내릴 수 있을 듯하다. 종교와 신화를 아우르는 우주적 상상력과 장대한 스케일, 형이하학의 세계를 적나라하게 드러냄으로써 형이상의 세계를 제시하는 박상륭 문학의 진수를 맛볼 수 있다."
우리 모두 별이야,"미국 청소년도서협회 선정 우수 도서, 북센스 아동문학 부문 선정 도서, 텍사스 론스타 독서 리스트 선정 도서. 개기 일식을 통해, 성숙해지는 순간의 모습을 포착해 그려낸 성장소설이다. 각각 다른 곳에서 서로 다른 방식으로 살아 온 세 주인공들이 개기 일식에 이르러 만나기까지의 과정을 각풀어내고 있다.

등장인물들은 각각 개성이 강하고 뚜렷해 다양한 인물과 그 인물에 얽힌 사건, 그리고 자신 나름대로의 방향으로 나아가는 아이들의 성장 과정을 한 자리에서 볼 수 있다. 또한 전혀 친해질 수 없을 것 같은 개성 강한 아이들이 점차 서로의 이야기에 귀를 기울이고 소통을 하게 되는 과정이 유쾌하고 코믹하면서도 애틋하게 그려져 있다.

세 명의 화자가 번갈아 가며 일인칭으로 서술하고 있는 구성 방식 또한 흥미롭다. 화자에 따라 각자 내용도 느낌도 전혀 다른 세 가지 이야기가 펼쳐지지만, 개기일식이라는 공통된 소재로 세 이야기가 하나로 맞춰진다. 이렇게 퍼즐 맞추듯 펼쳐지는 구성은 세 사람의 소통이 온전히 이루어지는 순간을 극적으로 드러내어 감동을 더한다."
오늘도 나는 이혼을 꿈꾼다,"『오늘도 나는 이혼을 꿈꾼다』는 1992년 출간된 작품으로, 총 54편의 초단편소설이 한데 모인 엽편소설집이다. 제목에서 알 수 있듯 가부장제로 점철된 혼인 관계 속 고통받는 여성을 위해 목적의식적으로 쓰여진 작품이며, 이경자 소설가가 스물여섯부터 마흔다섯에 이르기까지 자그마치 이십여 년 동안 관찰하고 실감해온 여성차별의 역사이기도 하다.

여성 억압에 대한 문제의식으로 다양한 여성의 삶에 틈입하여 그 이야기를 생생히 풀어내고 있다. 이 책을 통해 작가는 “‘가사노동의 경제화’ ‘가족법 개정’ ‘간통법 존폐 논쟁’ ‘하층 여성 위에 군림해 권능감을 느끼려는 부르주아의 허위의식’ 등을 날카롭게 풍자”하며, “‘엄마와 딸’ ‘시어머니와 부인’ ‘부인과 애인’ ‘기혼 여성과 미혼 여성’ ‘중산층 여성과 하층 여성’ ‘성녀와 창녀’ 등 여성 관계를 손쉽게 분할하는 당대 관습에 강력하게 반발”한다."
음향과 분노 / 8월의 빛,"동서문화사 세계문학전집 46권. <음향과 분노>, <8월의 빛>이 실려 있다. <음향과 분노>는 포크너 작품에 등장하는 가공의 땅 요크나파토파를 배경으로 한 이야기로, 남부 귀족 콤프슨가(家)의 몰락을 묘사하였다. 3형제의 독백으로 이루어진 제1~3부에, 흑인 유모 딜시를 중심으로 한 제4부가 덧붙여졌다. 콤프슨 일가의 캐디와 그녀의 딸, 두 모녀의 타락한 삶을 축으로 세 오빠의 굴곡진 인생, 시대의 흐름에 떠밀린 남부 명문가의 몰락이 선명하게 그려진다.

<8월의 빛>은 포크너가 만들어낸 요크나파토파 제퍼슨시를 무대로, 금주법이 아직 시행되고 있던 1930년대 초 8월 어느 주 금요일에 시작되어 약 11일간 진행된 사건을 다루고 있다. 자신의 몸에 흑인의 피가 섞여 있을지도 모르는 애매한 입장 때문에 흑인과 백인 사회 어느 쪽에도 몸담지 못하고 떠돌아다니는 조 크리스마스의 비극적인 삶을 중심으로 이야기가 펼쳐진다.

이 '어둠의 상징'이라 할 만한 인물에 대비하여, 자기 아이의 아버지를 찾아 무작정 여행을 떠난 '자연의 여신' 같은 리나 그로브의 이야기가 이어진다. 거기에 남북전쟁으로 말미암아 비틀린 생활을 영위하고 있던 목사 하이타워 등의 이야기를 대조적으로 배치하여 소외된 인간의 운명과 그 구제의 주제를 깊이 추구하고 있다."
고스트 인 러브,"세계에서 가장 많이 읽히는 프랑스 작가 마르크 레비 신작 장편소설. 파리에 사는 한 피아니스트에게 사망한 아버지가 5주기에 유령의 모습으로 돌아와 아들에게 생전에 못 다 이룬 사랑을 이룰 수 있도록 도와달라는 내용을 주로 하고 있다. 회한으로 남은 부자지간과 지키지 못했던 약속, 잃어버린 시간을 만회할 수 있는 기회 앞에서 아들 토마는 고민하게 되고 결국 아버지의 유령과 함께 놀라운 여행 속으로 빠져든다.

특유의 휴머니즘 판타지를 담아 유령이라는 초현실적인 존재를 통해 우리가 현실에서 믿고 싶은 이야기를 들려주는 마르크 레비. 『고스트 인 러브』에는 『그녀, 클로이』와 같이 폴린 레베크의 본문 삽화가 수록되어 있는데, 낭만적인 파리와 쾌활한 샌프란시스코를 오가는 여정을 아름답게 그려냈다."
객지,"한국문학의 살아 있는 거장 황석영의 중단편전집이 새로이 출간되었다. 처음 출간된 지 20년이 지난 중단편전집의 체재와 표기 등을 가다듬고, 장정을 새롭게 하고, 신작 「만각 스님」까지 포함해 완전한 중단편전집으로 개비한 것이다.

『객지』는 1960년대 후반 바닷가 간척공사 현장을 배경으로 저임금과 부당한 처우에 시달리던 떠돌이 노동자들이 쟁의를 일으키는 과정을 그린 작품으로, 해방 이후 한국사회에서 노동자 쟁의의 현장을 최초로 형상화해 1970, 80년대 노동소설의 선구로 평가받는 소설이다.

막노동판의 생리에 대한 생생한 묘사와 ‘대위’ ‘동혁’ ‘장씨’ 등 개성적이고 입체적인 인물, 치밀하게 직조된 플롯이 완벽하게 결합한 이 작품은 ‘한국 근대소설의 한 정전’(문학평론가 신수정)이자 ‘문학과 세상이 서로를 가깝고 간절하게 부르고 껴안으면서 역사의 설레는 방향성을 이룬’ 한 시기의 빛나는 ‘창공의 성좌’(문학평론가 정홍수)로서 시대를 넘어 감동을 준다."
열대야,"제62회 일본추리작가협회상 수상작. 야쿠자에게 빚 독촉을 당하는 부부와 묻지 마 범죄의 절묘한 교차가 어우러지는 '열대야', 인구 고령화 사회와 삭막해져가는 경제 현실 속에서 몸부림치는 한 가족의 모습을 그린 '결국에…', 소네 케이스케식 좀비 호러물 '마지막 변명'. 세 편의 단편으로 이루어진 <열대야>는 작가 특유의 블랙 유머와 독특한 상상력이 작품 전체를 강렬하게 지배하는, 그야말로 소네 케이스케 표 호러 단편집이다.

데뷔작 <코>에서 유감없이 발휘되었던 그만의 독특한 작풍은 <열대야>에서도 역시 그 빛을 발한다. 날것 그대로의 생생한 욕망들이 서로 얽히는 모습을 통해 인간이 어디까지 추악하고 잔인해질 수 있는지, 어디까지 나락으로 떨어질 수 있는지를 그리는 소네 케이스케 특유의 호러 기법은 이번에도 독자의 등골을 오싹하게 만든다.

기존의 작품과 일관되는 냉소적인 시선 속에 이번 작품만의 차이점이 있다면 그것은 '온기'다. 야쿠자의 빚 독촉에 시달리는 옛 연인에 대한 사랑, 전하지도 못하고 끝나버린 어린 시절 첫사랑의 기억, 서로를 생각하며 희생을 아끼지 않는 가족간의 온기가 작품 하나하나에 스며들어 있다. 그러나 이 '온기'가 어떻게 소네 케이스케식 호러로 융합되어 가는지, 그 과정 또한 작가가 준비한 또 하나의 '공포'다."
녹슨달,"예술혼과 인간 내면의 속삭임에 귀 기울이는 작가 하지은의 성장소설. 흙에다 그린 그림으로 라잔 공방의 도제가 된 파도 조르디. 예술과 사람을 사랑했던 어린 화가의 성장과 고백이 담겨있다.

화가였던 아버지의 영향으로 소년인 주인공은 자연스럽게 그림을 그리게 되지만, 또한 캔버스 앞에서 좌절하는 모습만을 보인 아버지 때문에 화가가 되지는 않겠다고 다짐한다. 그러나 그 다짐은 불행했던 어린 시절을 부정하기 위한 선택이었을 뿐, 진심으로 원한 바는 아니었다. 아버지와는 달리 그에겐 재능이 있었고, 그 재능을 알아봐주는 사람들을 만나면서 비로소 그림을 향한 자신의 마음을 깨우친다.

나이가 들어가며 사람을 만나고, 그 인연들 속에서 사랑과 미움, 선망과 질투의 대상이 되기도 하고 당사자가 되기도 한 젊은 화가는 사랑과 예술로 인해 절망과 환희를 동시에 맛본다. 그것이 인생이고, 누구도 피해 갈 수 없는 괴로움의 길이라고 작가는 말하고 있다."
황제를 위하여 1,"이문열 소설. 1982년 1쇄 발행을 시작으로 거의 40여 년 동안 독자들의 사랑을 받아온 대표 장편소설이다. 출간 초창기에만도 100만 부 이상 판매되었고, 그 후 출판사가 두어 번 바뀌면서도 40여 쇄 이상 발행해왔다.

이번에 알에이치코리아에서 표지를 새롭게 바꾸고, 내용 중 일부를 손봐 개정 신판으로 출간하였다. 이문열은 40여 년 전 <황제를 위하여>를 집필했던 당시를 회상하며, ""그때 참으로 고단하고 막막하던 서생[文靑]이 하나 있었군.""이라며 감회를 밝혔다.

문학평론가 김현은 <황제를 위하여>가 이문열의 가장 중요한, 그리고 가장 좋은 소설이라며, 전통적 문화에 대한 회귀 욕망과 거부 의지 사이의 섬세하지만 치열한 싸움의 무의식적 결과라고 평했다."
그린게이블즈 빨강머리 앤 세트 - 전10권 (양장),"'그린게이블즈 빨강머리 앤' 시리즈. 햇빛을 받아 눈부시게 빛나는 사파이어 같은 바다, 캐나다 세인트 로렌스 만에 반달형으로 뜬 프린스 에드워드 섬, 싱그러운 초록빛 나무들, 잘 익은 과일처럼 붉고 꼬불꼬불한 마을 오솔길, 탐스러운 열매가 주렁주렁 매달린 과수원, 사과꽃 흐드러지게 핀 환희의 길, 이 세상 모든 여자들이 꿈꾸는 행복한 집 잉글사이드…

앤의 낭만적 인생 이야기들은 이 아름다운 섬을 무대로 소소하게 펼쳐진다. 소녀 시절부터 할머니에 이르는 앤 셜리의 소박한 삶은 한 여성의 아름다운 이야기이다. 꿈과 사랑 속에서 자식을 키우는 앤의 일생은 평범하면서도 진솔하고, 삶의 따뜻한 의미가 우물처럼 깊게 담겨 있다. 여자로서 살아가며 겪게 되는 사랑의 갈등, 삶의 고뇌, 행복이 떠나간 자리에 남은 아픔과 고독이 섬세한 필치로 그려져 있다."
금강,"민족시인 신동엽의 서거 20주기를 맞아 새로 펴낸 분단 이후 최고의 문제 서사시집. 초판본 시집과 원고를 엄밀히 대조하여 정본으로서의 완벽을 기했고, 판화를 곁들여 새롭게 편집하였다. <금강>은 냉전이데올로기의 먹구름 사이로 비쳐온 민족언어의 밝은 햇살이며 외래문화의 더러운 홍수를 뚫고 솟아오른 맑은 공동체적 기억의 회생이다. 전 3부 26장."
"사장 부장 다 나가, 혼자 있고 싶으니까","아픈 것이 청춘이라고, 청춘은 좀 고통스러워야 한다고 강요하는 대한민국 사회에 '너희들이 아무리 구박해도 우리는 여전히 웃기고 행복하다'라고 외치는 SNS 시인 이환천의 두 번째 시집. 노량진의 고시촌에서 온갖 사무실의 말단 자리에서 오늘도 고군분투하는 청춘들에게 바치는 코피처럼 쌉싸름하고 소주처럼 진한 인생시.

여기 86년생 이환천들이 있다. 과거에는 대학만 나와도 일자리가 수두룩했다던데, 한창 예민할 나이에 IMF를 겪고 나니 어느 순간 생존, 경쟁, 비정규가 우리 인생을 수식하는 표현이 되었다. 청춘은 눈부시고 멋진 것이라던데, '하루 5,000원만 쓰기'가 생활의 목표가 되고 사원증 색깔부터가 다른 비정규직으로 일하는 현실 속에서 우리의 청촌은 찌질함과 궁색함의 상징처럼 바뀌어버렸다.

'밥 한번 먹자'는 말이 하고 싶어도 남은 잔고를 떠올려야 하고, 기숙사 4인실을 벗어나고 보니 1.5평 고시원이 터전이 되어버린 오늘. 내 영혼을 탈탈 터는 선배에게, 내 목을 조여 오는 사장에게 한 번만이라도 속 시원히 이렇게 외치고 싶다. ""다 나가, 혼자 있고 싶으니까!""

책은 편히 마음을 기댈 상대와 공간 없이 혼자일 것을 강요받는 '86년생 이환천'들이 술에 취해 꼬장을 부리고 서툰 사랑에 차마 못 볼 추태를 부리는 모습을 포착한 103편의 시로 구성되어 있다. 옴짝달싹 할 수 없이 꽉 막힌 프레임에 갇혀 있으면서도 뻥 뚫린 바닥으로 인해 안전해 보이지도 않는 본문의 디자인 요소가 상징하는 것처럼 시에 등장하는 온갖 코믹하고 우스꽝스러운 묘사들은 조금만 비틀어 생각해보면 어딘지 씁쓸하고 짠하다."
나는 개입니까,"욜로욜로 시리즈. <열혈 수탉 분투기>의 저자 창신강의 작품. 인간 세상에 대한 호기심 하나로 사랑하는 가족까지 등진 어느 토종개의 이야기로, 우화의 특성을 절묘하게 살려 낸 독특한 풍자 소설이다. 작가는 ‘인간이 되기 위해’ 모든 것을 버린 개의 이야기를 통해 철저하게 자기중심적이고 탐욕스럽기 짝이 없는, 즉 ‘개보다 못한’ 인간들의 세상을 통렬히 풍자한다.

돈밖에 모르는 장사꾼, 무능하고 고지식한 경찰, 학생을 오직 성적순으로만 판단하는 교사 등 작품 속에 등장하는 인물들의 말과 행동은 우리가 사는 세상을 적나라하게 보여 준다. 굵직한 주제뿐만 아니라 인간으로 변신한 개가 한 사회의 구성원이 되어가면서 겪게 되는 사건들이 유머러스하고 세밀하게 묘사되어 있다."
살의,"컴플렉스에 사로잡힌 음울한 성격의 시골의사가 자신을 지배해온 아내를 살해하는데 성공한다. 한번 실행된 살의는 멈출 수 없고, 그는 세균배양을 통해 또다른 범죄를 계획하는데... <클로이든 발 12시 30분>, <백모살인사건>과 더불어 도서(倒敍)추리의 3대 걸작으로 꼽히는 소설.

* '도서 추리'란, 범인 쪽에서 주도면밀한 범죄계획을 세우고 실행하는 과정을 그린 뒤, 완벽하게 여겨졌던 범행이 뜻밖의 헛점으로 인해 폭로되는 과정을 그리는 형식을 말한다. 일반적인 추리소설은 범인이 누구이며 범행 방법은 무엇인가가 문제가 되지만, 이 형식에서는 그러한 점를 먼저 밝힌 뒤 그 과정에서 범죄자의 심리를 치밀하게 묘사하여 독자에게 긴장감을 제공한다."
