title,summary
108번째 사내,"그리운 마음일 때 'I Miss You'라고 하는 것은 '내게서 당신이 빠져 있기(miss) 때문에 나는 충분한 존재가 될 수 없다'는 뜻이라는 게 소설가 쓰시마 유코의 아름다운 해석이다. 현재의 세계에는 틀림없이 결여가 있어서 우리는 언제나 무언가를 그리워한다. 한때 우리를 벅차게 했으나 이제는 읽을 수 없게 된 옛날의 시집을 되살리는 작업 또한 그 그리움의 일이다. 어떤 시집이 빠져 있는 한, 우리의 시는 충분해질 수 없다.

더 나아가 옛 시집을 복간하는 일은 한국 시문학사의 역동성이 드러나는 장을 여는 일이 될 수도 있다. 하나의 새로운 예술작품이 창조될 때 일어나는 일은 과거에 있었던 모든 예술작품에도 동시에 일어난다는 것이 시인 엘리엇의 오래된 말이다. 과거가 이룩해놓은 질서는 현재의 성취에 영향받아 다시 배치된다는 것이다. 우리는 현재의 빛에 의지해 어떤 과거를 선택할 것인가. 그렇게 시사(詩史)는 되돌아보며 전진한다.

이 일들을 문학동네는 이미 한 적이 있다. 1996년 11월 황동규, 마종기, 강은교의 청년기 시집들을 복간하며 '포에지 2000' 시리즈가 시작됐다. ""생이 덧없고 힘겨울 때 이따금 가슴으로 암송했던 시들, 이미 절판되어 오래된 명성으로만 만날 수 있었던 시들, 동시대를 대표하는 시인들의 젊은 날의 아름다운 연가(戀歌)가 여기 되살아납니다."" 당시로서는 드물고 귀했던 그 일을 이제 다시 시작해보려 한다."
걸리버 여행기,"세계적으로 널리 사랑받는 고전 중에서 청소년에게 권장할 만한 소설을 추려 엮은 '세계문학산책' 시리즈. 작품은 청소년의 삶과 문학에 지침이 되는, 세계인이 꼭 읽어야 할 대문호의 대표작을 위주로 엄선하였다. 원작이 지닌 깊이와 감동을 고스란히 간직하면서도 청소년들이 읽기 쉽도록 하루 만에 읽을 수 있는 분량으로 조정하고, 현대적이고 쉬운 어휘로 가다듬었다.

책 뒷부분에 영문학과 교수의 해설을 붙여 작품 소개, 작품 구조, 작품의 감상과 의의, 작품에 반영된 당대의 현실까지 작품마다 꼭 알아야 할 감상 포인트를 짚어 준다. 이를 통해 현대를 살아가는 청소년들이 100~200년 전의 세계 명작을 왜 지금 굳이 읽어야 하는지, 오늘날의 시점에서는 작품이 어떤 의의를 갖는지 등을 살펴볼 수 있다.

49권 <걸리버 여행기>는 주인공 걸리버가 항해 중에 난파하여 소인국, 대인국, 하늘을 나는 섬나라, 말[馬]나라 등으로 표류해 다니면서 기이한 경험을 하는 이야기이다. 조너선 스위프트는 모험담을 통해서 영국 왕실과 부패한 정치를 풍자하고, 도덕적 타락과 정신적 왜소함에 비판의 칼을 들이댔다. 자유분방한 작가의 상상력 덕분에 지금도 세계 여러 나라에서 애독되는 걸작이다."
파계 (무선),"일본 자연주의 문학의 선구자 시마자키 도손의 대표작. 이 작품은 소재의 참신성과 수식을 걷어낸 솔직하고 가감 없는 문체로 출간과 동시에 큰 화제를 불러일으키며 일본 사회에 신선한 충격을 안겨주었고, 비로소 일본 문단에도 본격적인 자연주의 소설이 등장했다는 극찬을 받았다. 일생의 계율을 깨뜨리는 청년 교사의 고뇌를 그린다.

메이지 유신으로 신분이 철폐되었음에도 여전히 차별과 편견이 존재하던 시대를 배경으로, 백정 출신의 교사 우시마쓰가 일생의 계율처럼 여겨왔던 '신분을 절대 밝히지 마라'는 아버지의 말씀과, 그것을 거부하고 당당히 신분을 밝히고 싶은 욕구 사이에서 끊임없이 번뇌하는 모습을 통해 천민 차별 문제를 정면으로 다룬다."
제임스 그레이엄 밸러드,"「타임스」 선정 '가장 위대한 영국 작가 50인', 그리고 카프카나 보르헤스처럼 성姓의 형용사형만으로 설명 가능한 몇 안 되는 문인 중 한 명인 제임스 그레이엄 밸러드의 대표 단편소설이 현대문학 '세계문학 단편선' 스물다섯 번째 권으로 출간되었다.

20세기 후반 세계문학사에서 전대미문의 독창적이고 예언적인 목소리로 여겨지는 그는 1960년대 SF 뉴웨이브 운동을 견인하며 소설의 새로운 차원을 개척함으로써 현대문학을 재정의했다고 평가받는 인물이다. 고도의 상징성과 시각 이미지를 다용한, 디스토피아적인 예지로 가득 찬 전인미답의 전위적인 작품들은 '현대'에 대한 세계인의 관점을 형성하는 데 지대한 영향을 미쳤다.

이 책에는 <J. G. 밸러드 단편소설 전집 The Complete Short Stories of J. G. Ballard>(2014, 포스에스테이트)에서 옮긴이가 가려 뽑은 스물다섯 편을 실었으며, 평론가 애덤 서웰의 '해제'가 밸러드의 작품 세계에 대한 이해를 더한다."
관통하는 마음,"제7회 스토리공모전 대상 수상작. 오랫동안 영화산업에 뜻을 품어온 작가 전우진이 시나리오 작업을 하면서 생업으로 편의점 아르바이트를 할 때의 경험을 바탕으로 쓴 소설이다. 시나리오를 써온 경험은 눈에 보일 듯, 영화처럼 생생하게 이야기를 펼쳐내는 힘이 되었다.

중소기업을 다니던 남편이 정년퇴직을 몇 년 앞두고 명예퇴직을 하고, 대학을 졸업한 딸이 취직해서 독립한 뒤, 정숙 씨는 편의점을 차렸다. 가끔 편의점 문을 걸어 잠그고 꽃구경을 나가고, 인터넷뱅킹을 못 해서 은행 일을 보느라 교대 시간에 늦는 바람에 아르바이트생에게 잔소리를 듣기도 하며, 이혼한 미용실 원장 세라가 ""남편 잘 만나서""라고 입버릇처럼 말하는 소리를 들을 때마다 괜히 짜증이 나는 평범한 아줌마다.

그런 정숙 씨에게는 아무도 모르는 특별한 능력이 있다. 날카롭고 뾰족한 것으로 손을 관통시키면 15분 전 과거로 돌아가는 능력이다. 하지만 50년 넘게 살아오면서 이 초능력을 사용해본 적은 손에 꼽는다. 4번을 찌르면 로또 1등에 당첨될 수도 있지만 시도해보지는 않았다.

그러던 어느 날, 그날도 정숙 씨는 은행 업무로 지각을 했다. 그날따라 본사에서 직원이 아침 일찍 나와 있어서 아들뻘 되는 본사 직원에게 잔소리를 들었다. 결국 주간 아르바이트를 고용해야겠다고 생각한 정숙 씨는 아르바이트 공고를 붙였다. 그날 오후에 찾아온 성실하고 꼼꼼해 보이는 혜림을 고용한 직후 찾아온 20대 청년 성재. 정숙 씨는 일말의 고민도 없이 손바닥을 송곳으로 찌른다."
마리아비틀,"‘킬러 시리즈’ 두 번째 작품인 《마리아비틀》은 우연히 신칸센에 올라탄 킬러들의 쫓고 쫓기는 추격전을 그린다. 개성 만점의 여러 인물이 등장하는 이 소설은 기차라는 폐쇄된 공간과 속도감을 극대화한 전개로 예측 불가능한 상황을 이끌어낸다.

‘악’의 근원을 철저히 파헤치는 데 심혈을 기울여온 작가답게 이 작품에서도 인간의 본성과 ‘악’에 대한 탐구를 놓치지 않는다. 또한 기상천외한 이야기 전개와 위트 있는 대사, 치밀한 구성 등 이사카 고타로 특유의 필력을 정통으로 확인할 수 있다.

왕년에는 킬러였던 알콜 중독자 ‘기무라’는 권총 한 자루를 들고 도쿄에서 모리오카로 향하는 신칸센 하야테에 오른다. 자신의 어린 아들을 건물에서 떨어뜨려 중태에 빠뜨린 소년 ‘왕자’를 찾아 복수하기 위해서다. 하지만 영악한 두뇌를 가진 사이코패스 왕자는 오히려 기무라를 위협하며 위기에 빠뜨린다."
웹소설 작가를 위한 장르 가이드 2 : 판타지,"창작자를 위한 장르 개론서 ‘웹소설 작가를 위한 장르 가이드’ 시리즈 2권. 판타지는 기발하고 환상적인 세계 속에서 펼쳐지는 삶의 이야기다. 현실에 얽매이지 않는 궁극의 상상력을 보여주는 장르이지만, 장르로서의 판타지에는 작가와 독자가 합의하는 최소한의 규칙이 있다. 이 책에서는 판타지 장르의 특징과 다양한 하위 장르, <반지의 제왕>에서 게임 판타지까지 판타지 장르의 고전으로 꼽히는 작품들을 다룬다. 또 현역 작가들이 들려주는 작법 노하우와 부록으로 추천도서를 담았다."
1%의 어떤 것 세트 - 전2권,"13년 만에 다시 찾아온 리메이크 드라마 [1%의 어떤 것](하석진, 전소민 주연) 원작 소설. SH그룹의 직계 장손인 이재인은 그야말로 얼굴도 예술, 성격도 지랄 같다. 예의 같은 건 진작에 쌈 싸먹은 고집불통 싸가지다. 그런 그에게 악당 같은 할아버지는 결혼을 지시한다. 그것도 어디 듣도 보도 못한 여자와. 도대체 우리 할아버지를 어떻게 꼬신 걸까? 꽃뱀이라고 하기에는 덜 예쁘고, 할아버지 말대로 착하다고 하기에는 너무 당돌한 이 맹랑한 여선생과 6개월씩이나 연애라는 걸 할 수 있는 걸까?

만인에게 마음으로 친절한 초등학교 선생님 김다현. 낯선 할아버지의 목숨을 구한 우연한 선행이 이재인이라는 싸가지 재앙으로 돌아올 줄은 꿈에도 생각지 못했다. 느닷없이 나타나 진지한 교제를 요구하는 대마왕 같은 남자 이재인과 왜 결혼씩이나 해줘야 하는지 도무지 이해가 안 된다. 돈은 많아서 좋겠다만, 저 까칠하고 지랄 같은 성격에는 돈이라도 있어야겠지. 아, 그리고 변호사도."
붉은 수확,"미국 추리 소설의 아버지이자 하드보일드의 대표 작가 '대실 해밋 전집'. 대실 해밋은 도시 이면에 도사린 추악한 본질에 대한 여과 없는 묘사와 극도로 감정이 절제된 등장인물, 그리고 악으로 가득 찬 세상에 거칠 것 없이 몸을 던지고 폭력을 행사하는 탐정과 팜므 파탈의 매력을 지닌 여성 캐릭터 등 현대 범죄 스릴러 소설의 기초가 된 하드보일드를 완성한 작가로 널리 알려져 있다.

대실 해밋의 작품은 특히 문학사적으로 볼 때 헤밍웨이와 후대 추리 작가 사이를 잇는 교량 역할을 한 것으로 평가받는다. 영국의 추리 작가인 줄리안 시몬즈는 해밋을 두고 헤밍웨이의 꾸밈없는 서술 기법을 처음으로 계승한 작가로 소개했으며, 미국 대중 소설에 관심이 많았던 앙드레 말로도 비슷한 선상에서 그가 시어도어 드라이저와 헤밍웨이 사이의 '기술적인 고리' 역할을 했다고 평가했다.

<붉은 수확>은 대실 해밋의 데뷔작이다. 콘티넨털 탐정 사무소에 소속된 '나'는 의뢰인을 만나기 위해 광산 도시 퍼슨빌에 온다. 그러나 의뢰인은 만나기도 전에 살해당한다. 살인자를 추적하지만 그 뒤에 도사린 건 타락한 경찰, 부패한 자본가, 극악무도한 범죄자들로 결속된 어둠의 세력이었다. '나'는 이들을 일망타진할 계책을 세운다. 위험에 맞닥뜨린 인간의 잔학성과 시니시즘을 완벽하게 그려내어 하드보일드의 신세계를 개척한 전설적인 작품이다."
손바닥 소설 2,"일본의 노벨문학상 수상 작가이자 우리에게 『설국』으로 잘 알려진 가와바타 야스나리의 짧은 소설 122편을 모은 『손바닥 소설 1·2』(유숙자 옮김)가 ‘문지 스펙트럼’ 시리즈로 새롭게 리뉴얼되어 출간되었다. 2010년 국내에 처음 소개된 『손바닥 소설』이 그중 68편을 선별해 묶어냈다면, 이번에 독자들에게 선보이는 『손바닥 소설 1·2』는 ‘가와바타 야스나리 문학의 정수’라 일컬어지는 이 작품집을 완역하여 펴냈다는 데 커다란 의의가 있다.

책의 제목인 ‘손바닥 소설’이란 ‘손바닥에 써질 정도로 짧은 이야기’를 가리킨다. 이번에 출간된 『손바닥 소설 1·2』에 실린 작품들도 그 이름에 걸맞게 대부분 200자 원고지 15매 안팎의 분량이며, 짧은 것은 심지어 2매, 긴 것 또한 32매 남짓하다. 즉 이 책에 실린 작품들 대부분이 길어야 겨우 30매가 될까 말까 한 극히 짧은 이야기다. 하지만 문제는 길이가 아니다.

평론가들은 ‘가와바타 문학의 고향’ 혹은 ‘가와바타 문학을 여는 열쇠’라는 표현으로 이 작품집에 의미를 부여했다. 작가 자신 스스로가 이 소설을 가리켜 ‘나의 표본실’이라 불렀을뿐더러, 가와바타 문학의 권위자인 마쓰자가 도시오松坂俊夫가 지적한 대로 질적인 면에서 높은 평가와 더불어 그 작품 수 또한 매우 많기 때문이다."
머피,"사뮈엘 베케트의 소설로, 베케트의 장편소설 중 영어로 처음 출간된 작품으로, 영어권에 작가의 명성을 널리 알린 작품이다. 사뮈엘 베케트는 작가 생활 초기에 제임스 조이스에게 영향을 받아 현란하고 박식하고 어떤 면에서는 다소 산만한 글을 썼다. 『머피』는 이러한 조이스의 영향을 어느 정도 벗어난, 베케트 초기 작품 세계의 전환점이 된 소설이다. 또한 이 책은 영어권 독자들이 베케트의 글을 폭넓게 이해할 수 있게 되는 초석이 되었다.

한국어판의 번역 원문인 페이버 앤드 페이버 판본을 편집한 J. C. C. 메이즈는 「해설」에서 ""『머피』의 주인공은 알파벳의 열세 번째 글자인 M을 이름 첫 글자로 하는 베케트 작품의 여러 주인공 중에서도 원조 격 인물인 셈이고, 이후 뒤따를 작업들도 결국 머피를 주축으로 삼고 있다.""고 밝힌다.

즉 『머피』는 베케트가 ""자기만의 주제와 형식과 문체를 발견하고 그 과정에서 기존 작법에서 벗어나 다른 방식으로 글을 쓰도록 이끈"" 책인 셈이다. ""노련한 장인의 솜씨로 빚은 책인 양 시늉하는, 작가 자신이 반쯤만 허용하고 있는 스타일""은 ""작가가 던지는 농담""인 동시에 ""딜레마를 형상화""하는 작업이 된다."
"나, 이페머러의 수호자","당대 한국 문학의 가장 현대적이면서도 첨예한 작가들을 선정, 신작 시와 소설을 수록하는 월간 「현대문학」의 특집 지면 '현대문학 핀 시리즈'의 스물일곱 번째 소설선. 슬랩스틱 스파이물에서부터 오컬트 오페라까지 여러 스타일을 넘나들며 음모와 묵시, 환상과 광기를 동원해 유쾌하면서도 기괴하게 펼쳐놓은 이번 소설은 인생이라는 거대한 우주에서 이페머러로 취급받는 사람들을 위한 애가이자 연가이다. 유머러스하면서도 독특한 우주적 상상력과 작품에 내재된 날선 사회의식으로 재미와 작품성, 그 어느 것 하나도 놓치지 않는 작가의 특성이 고스란히 드러난 작품이다."
황석영의 한국 명단편 101 - 2,"1962년 등단, 오십여 년 한결같이 왕성한 창작활동을 해온 거장 황석영이 지난 100년간 발표된 한국 소설문학 작품들 가운데 직접 가려 뽑은 빼어난 단편 101편과 그가 전하는 우리 문학 이야기. 작가 황석영이 온몸으로 겪어낸 시간들을 통과하면서 과거의 작품들은 그만의 시선으로 새롭게 부활했고, 오늘의 작품들은 그 깊이가 달라졌다.

긴 시간 현역작가로 활동해온 그이기에, 그리고 당대와 언제나 함께 호흡해온 그이기에 가능한 '황석영의 한국문학 읽기'. 특유의 입담과 깊이 있는 통찰, 과거와 오늘의 작품을 새로 읽는 데 있어 반성을 주저하지 않는 그의 태도는 우리 문학에 다가서기 어려워하는 독자들까지도 작품 곁으로 성큼 이끌어준다.

기존의 국문학사나 세간의 평가에 의한 선입견을 배제하고 현재 독자들에게 어떠한 의미를 던져줄 수 있을 것인가에 초점을 맞추어 선정된 작품들에는 유명한 작가의 지명도 높은 단편뿐만 아니라 지금은 거의 잊힌 작가의 숨은 단편들도 포함되어 있다. 또한 각 권의 말미에는 시대와 작품을 아우르는 문학평론가 신수정의 해설이 덧붙여져 독자들의 이해를 돕도록 했다."
