title,summary
2021 제12회 젊은작가상 수상작품집,"한국문학과 독자를 잇는 단단한 가교 역할을 하며 지금의 한국문학장을 생기롭게 만드는 젊은작가상이 올해로 12회를 맞았다. 각자의 자리에서 치열하게 작품을 써내고 있는 등단 십 년 이하의 작가들을 격려하고 독자에게는 무한한 가능성을 간직한 소설의 씨앗을 전달하는 매개가 되기 위해 제정된 젊은작가상은 지난해까지 모두 마흔일곱 명에 이르는 새로운 얼굴들을 소개하며 그 씨앗이 풍성한 열매를 맺는 과정 또한 독자와 함께해왔다.

해를 거듭할수록 젊은작가상을 향한 관심과 응원이 뜨거워지는 만큼 상이 지닌 무게를 깊이 헤아리게 되는 올해, 젊은작가상에 이름을 올린 수상 작가는 전하영 김멜라 김지연 김혜진 박서련 서이제 한정현이다. 일곱 명 모두 젊은작가상을 통해서는 처음 소개되는 작가들로, 아직 충분히 조명되지 않은 작가들의 뛰어난 작품이 더 많은 독자들에게 가닿기를 바라는 갈급한 바람으로 시작된 이 상의 취지를 어느 때보다 강하게 상기시키는 목록이라 할 수 있다."
영매탐정 조즈카,"주인공 조즈카는 누군가의 주변에 닥쳐오는 불온한 기운을 알아채는가 하면, 살인 현장에 머물러 있는 희생자의 영혼과 접속하기도 한다. 이른바 영매(=medium)이다. 죽음의 냄새를 맡기도 하고 영시(靈視) 즉 희생의 순간을 카메라처럼 포착하기도 한다. 아무리 철벽같은 알리바이를 만들고 극악무도한 사건을 우연한 사고로 위장하더라도 조즈카의 초월적 능력 앞에서는 소용이 없다.

영매탐정 조즈카는 사건 현장을 둘러본 뒤 이내 말한다. “○○○가 범인이에요.” 하지만 수사 과정이 생략된 채 영매가 지목한 범인을 체포할 수는 없는 법! 그래서 추리소설가 고게쓰가 등판한다. 논리적 사고로 똘똘 뭉친 그는 조즈카가 확신하는 결론에 이르기까지의 과정을 촘촘히 추론해낸다. 완벽한 하모니가 아닐 수 없다."
소설 보다 : 여름 2021,"〈소설 보다〉는 문학과지성사가 분기마다 ‘이 계절의 소설’을 선정, 홈페이지에 그 결과를 공개하고 이를 계절마다 엮어 출간하는 단행본 프로젝트로 2018년에 시작되었다. 선정된 작품은 문지문학상 후보로 삼는다.

지난 3년간 꾸준히 출간된 〈소설 보다〉 시리즈는 젊은 작가들의 소설은 물론 선정위원이 직접 참여한 작가와의 인터뷰를 수록하여 독자들의 큰 호응을 얻었다. 앞으로도 매 계절 간행되는 〈소설 보다〉는 주목받는 젊은 작가와 독자를 가장 신속하고 긴밀하게 연결하는 가교 역할을 충실히 해낼 것이다.

『소설 보다 : 여름 2021』에는 2021년 봄 ‘이 계절의 소설’ 선정작인 서이제의 「#바보상자스타」, 이서수의 「미조의 시대」, 한정현의 「쿄코와 쿄지」 총 3편과 작가 인터뷰가 실렸다. 해당 작품은 제11회 문지문학상 후보가 된다. 선정위원(강동호, 김보경, 김형중, 양순모, 이수형, 조연정, 조효원, 홍성희)은 매번 자유로운 토론을 거쳐 작품을 선정한다. 심사평은 문학과지성사 웹사이트에서 확인할 수 있다."
고구려 7,"대한민국 역사소설의 새로운 장을 여는 작품! 이례적인 베스트셀러 작가 김진명 필생의 역작 『고구려』의 개정판과 신작이 동시에 묶여 출간된다. 기존 출시되어있는 여섯 권(1~6권)의 개정판에, 소수림왕 후기를 다룬 신간 7권이 더해져 고구려 최전성기를 관통하는 왕들의 살아 숨 쉬는 일대기를 한 번에 만나볼 수 있다.

1993년 『무궁화꽃이 피었습니다』로 데뷔한 이래, 작가 김진명의 가슴 깊숙한 곳에는 언젠가는 반드시 써내고 말아야 할 한 작품이 도사렸다. 영원의 바람으로 새겨 온 그 필생작은 바로 ‘고구려’였다. 17년의 각고 끝에 첫 선을 보인 소설 『고구려』는 현대와 같이 급변하는 당시 동북아 정세 속에서 가장 뜨거운 시간을 마주했던 다섯 왕(미천왕-고국원왕-소수림왕-고국양왕-광개토대왕)을 다룬다.

『고구려』는 자칫 고루할 수 있는 역사소설의 틀을 벗어나 속도감 있는 문체, 치밀한 구성, 짜임새 있는 줄거리, 저마다의 개성이 분명한 매력적인 등장인물과 영화처럼 스펙터클하게 묘사되는 전투 장면을 갖춘 중독성 강한 작품이다. 여타의 역사소설과는 달리 『고구려』의 독자 중 여성이 반을 넘는다는 사실은 이 책이 언제 어디서나 펼쳐볼 수 있는 흥미진진한 이야기로 가득 차 있다는 사실을 웅변한다."
눈으로 만든 사람,"정제된 문장을 차분히 쌓아올려 단숨에 폭발적인 서사를 만들어내는 작가 최은미의 세번째 소설집. “이후의 한국문학을 위한 하나의 지표”가 될 것이라는 평과 함께 현대문학상을 수상한 「여기 우리 마주」와 젊은작가상 수상과 더불어 주요 문학상 후보에 오르며 발표 당시부터 뜨거운 관심을 받은 「눈으로 만든 사람」을 비롯해 2016년부터 2020년까지 쓰인 아홉 편의 단편이 수록되었다.

앞선 작품들이 이미 결정된 세계에 놓인 인물을 통해 벗어날 길 없는 상황에서 발생하는 억압의 정념을 그려냈다면, 십대 소녀부터 유자녀 기혼 여성에 이르기까지 다양한 인물들이 등장하는 이번 소설집은 우리가 이들에 대해 말할 때 흔히 떠올리는 일반적인 이미지에서 멀리 비켜남으로써 무엇도 고정되지 않았기에 어디로도 갈 수 있는 해방의 파토스를 이끌어낸다."
종의 기원,"작가 정유정이 돌아왔다. 펴내는 작품마다 압도적인 서사와 폭발적인 이야기의 힘으로 많은 독자들의 뜨거운 사랑을 받아온 정유정이 전작 <28> 이후 3년 만에 장편소설 <종의 기원>으로 독자들을 찾았다. 작품 안에서 늘 허를 찌르는 반전을 선사했던 작가답게, 이번 작품에서 정유정의 상상력은 전혀 다른 방향에서 빛을 발한다. 미지의 세계가 아닌 인간, 그 내면 깊숙한 곳으로 독자들을 초대하고 있는 것이다.

지금껏 '악'에 대한 시선을 집요하게 유지해온 작가는 <종의 기원>에 이르러 '악' 그 자체가 되었다. 그리하여 그 누구와 비교할 수 없는 정유정만의 독보적인 스타일로 '악'에 대한 한층 더 세련되고 깊이 있는 통찰을 선보인다.

주인공 유진은 피 냄새에 잠에서 깬다. 발작이 시작되기 전 그에겐 늘 피비린내가 먼저 찾아온다. 유진은 매일 먹어야 하는 '약'을 며칠간 끊은 상태였고, 늘 그랬듯이 약을 끊자 기운이 넘쳤고, 그래서 전날 밤 '개병'이 도져 외출을 했었다. 유진이 곧 시작될 발작을 기다리며 누워 있을 때, 해진으로부터 전화가 걸려온다.

10년 전 자신의 집에 양자로 들어와 형의 자리를 대신하고 있는 해진은, 어젯밤부터 어머니와 연락이 닿지 않는다며 집에 별일 없는지 묻는다. 자리에서 일어난 유진은 피투성이인 방 안과, 마찬가지로 피범벅이 된 자신의 모습을 확인한다. 핏자국을 따라, 아파트 복층에 있는 자기 방에서 나와 계단을 지나 거실로 내려온 유진은 끔찍하게 살해된 어머니의 시신을 보게 된다."
청춘 돼지는 나이팅게일의 꿈을 꾸지 않는다,"느닷없이 사쿠타의 앞에 나타난, 키리시마 토코를 자처하는 미니스커트 산타. 그녀가 「사춘기 증후군을 선물했다」는 학생 중에는 사쿠타의 중학생 시절 클래스메이트, 아카기 이쿠미가 있는데. 자기가 올린 꿈의 내용이 현실이 된다며 학생들의 SNS에서 화제가 되고 있는 도시괴담 『#꿈꾸다』. 이쿠미가 그것을 이용해 「정의의 사도」로서 사람들을 돕는 모습을 목격한 사쿠타는, 그녀의 몸에 폴터가이스트 현상 같은 것이 일어나고 있다는 것을 알게 된다. 게다가 그 원인은 과거의 사쿠타에게 있는 것 같은데……."
키르케 (리커버 특별판),"고전과 글쓰기를 결합해 현재 최고의 대중적 인기를 누리고 있는 소설가 매들린 밀러의 『키르케』 리커버 판. 『아킬레우스의 노래』가 서양문학사상 최초이자 최고의 걸작인 호메로스의 두 편의 서사시 중에서 『일리아스』를 현대적으로 각색한 것이었다면, 최신작 『키르케』는 호메로스의 또다른 걸작 『오디세이아』에서 영감을 받아 쓴 작품이다.

매들린 밀러는 고전을 현대적으로 재해석하는 작가들 중에서 ‘가장 현대적인 관점’을 가진 작가로 평가받는다. 서양 문학의 근간을 이루는 호메로스의 서사시에서 매들린 밀러가 주목하는 인물과 서사는 확실히 지금 독자들의 관심사에 맞닿아 있다. 신들조차 예언의 대상에서 제외하는 인물인 아킬레우스의 친구, 파트로클로스를 화자로 삼는다거나, 3천 년 가까이 남성의 전유물로 여겨져온 ‘서사시’라는 장르를 ‘여성의 목소리’에 힘을 실어 ‘여성 서사시’로 재발굴함으로써 고전에 현대적인 숨결을 불어넣는다.

매들린 밀러는 위대한 고전을 앞에 두고 ‘그렇구나’가 아닌 ‘왜 그렇지?’라는 질문을 던지고 그 답을 찾는 작가이다. 작가가 답을 찾는 방식은 고전과 나란히 걷기이다. 유명한 인물의 이름과 성격, 사건만 취해 자기만의 세계 속에서 재구성하는 방식이 아니라, 호메로스가 설명하지 않았던, 행간에 숨어 있는 이야기들을 발굴하는 고고학자의 방식에 가깝다."
기타기타 사건부,"불의의 사고로 아기와 함께 세상을 떠난 아내를 잊지 못해 독신으로 지내던 남자가 새로운 인연을 만나 결혼을 약속한다. 하지만 결혼식 당일. 여러 사람의 축복을 받으며 입장하려던 신랑 신부 앞에 낯선 여자가 나타나 난동을 부리는데. 여자는, 자신이 아기와 함께 세상을 떠난 전처이며 다시 부부가 되기 위해 저승에서 돌아와 환생했다고 주장한다.

한편 왜소한 체격으로 저잣거리를 돌아다니며 문고를 파는 청년 기타이치는, 우연한 기회에 신랑 측으로부터 하객들에게 나눠줄 답례품을 의뢰받았다가 결혼식에까지 참석하게 되고, 저승에서 돌아와 환생했다고 주장하는 여자의 말에 의구심을 품으며 이를 해결하기 위해 사건의 한복판으로 뛰어드는데. 정말 저승에서 아내가 돌아온 것일까."
꽃들의 말,"프랑스의 저명한 아동·청소년 문학 작가 장프랑수아 샤바가 꽃말에 영감을 얻어 이국적이면서도 고전적인 이야기를 창조해냈다. 사람들은 언제나 다채로운 색과 모양을 지닌 채 피어나는 꽃들에 매혹되어 왔고, 은밀한 의사소통 수단으로 꽃을 주고받기도 했다. 꽃의 특별한 상징성을 빌려 사랑, 탐욕, 질투, 희망 같은 인간의 본성과 삶의 비밀하고도 기이한 단면을 섬세하게 드러낸 세 단편은, 모두 우아하고 아름다운 옛이야기를 읽는 향수를 불러일으킨다.

식물 묘사는 요안나 콘세이요의 거의 모든 작품에 인장처럼 새겨져 있으며, 실제 식물일 수도 있지만 대개는 문양, 소품이거나 때로는 은유로서 작동한다. 《잃어버린 영혼》에서는 마침내 영혼을 조우한 후 화분 속 식물이 숲으로 뻗어나가고, 《아무개 씨의 수상한 영혼》에서는 아무개 씨가 만들어내는 별들이 꽃으로 펼쳐지고, 《바다에서 M》의 마지막 장면에서 주인공 소년은 숲과 바다의 식물과 동물이 한데 어우러진 환상적 세계의 카펫에 감싸인다.

이 책은 그야말로 그의 특기가 펼쳐진 식물의 향연으로, 콘세이요의 가장 클래식하고 아름다운 꽃 그림을 만날 수 있다. 이야기가 시작되기 전 등장하는 환상적인 초여름 들판에 콘세이요가 가득 그려 넣은 꽃들은 모두 이야기의 내용을 암시하는 꽃말을 지녔다. 꽃말을 찾아보고 읽는 것도 또 다른 재미가 되어줄 것이다. 그리고 이어지는 각 단편의 꽃들 세밀화, 스케치 같은 인물 군상, 몽환적인 장면들. 일반적인 그림책이 아니라 단편에 들어간 몇 점 삽화임에도 콘세이요의 그림은 이 이야기를 하나의 예술 작품으로 완성시킨다."
낮술,"하라다 히카는 소설 『낮술』을 통해 국내에 처음 소개되는 일본 여성 작가다. 소설 『낮술』은 작가가 주로 다뤄온 직업, 여성, 음식이라는 세 가지 소재와 그녀의 작가적 강점이 전부 응집된 작품이다. 밤부터 다음날 아침까지 돌봄이 필요한 이들의 곁을 지켜주고 낮에 퇴근하는 이른바 ‘지킴이’ 일을 하는 삼십대 여성 쇼코. 하루 중 유일하게 제대로 된 끼니를 챙길 수 있는 점심에 맛있는 음식과 거기에 어울리는 술 한 잔을 곁들이는 행복으로 지친 몸과 마음을 채우며 살아가고 있다.

의뢰인이 사는 곳에 따라 매번 퇴근하고 점심을 먹는 지역이 다르고, 식당 외관이나 맛집 사이트에 의존해 메뉴를 고르지만 쇼코가 음식과 술을 즐기고 사랑하는 모습은 어느 미식가 부럽지 않다. 동네의 숨은 맛집을 발견하는 기쁨, 오감을 총동원해 한입 가득 먹는 음식, 꿀꺽꿀꺽 목구멍으로 넘어가며 그날의 피로까지 씻어주는 시원한 술 한 잔의 이야기를 읽다보면 어느새 읽는 이에게도 그 짜릿한 활력이 생생하게 전해진다.

음식과 낮술을 제대로 즐길 줄 알고 매일의 작은 행복을 소중히 여기는 쇼코에게도 사연이 있다. 그녀는 행복하지 못한 결혼생활 끝에 이혼하고 남편과 함께 살던 시부모의 집에 딸아이 아카리를 맡기고 나와 혼자 살고 있다. 경제적 기반을 다진 뒤 아이를 데려올 생각이지만 임신과 출산으로 경력이 단절된 그녀에게 요원한 일인 것만 같다. 그런 쇼코에게 술을 곁들인 점심은 암울한 하루하루를 버티게 해주는 한 끼인 동시에 작고 어두운 집에서 자신의 불행한 처지와 아이에 대한 그리움에 잠식당하지 않고 깊이 잠들기 위한 방법이기도 하다."
일곱 번째 달 일곱 번째 밤,"‘신들의 고향’이라 불리는, 1만 8천여 개의 구비서사가 살아 숨 쉬는 신비의 섬 제주 그리고 중국과 일본의 설화를 경이로운 SF 세계관으로 새롭게 쓴 앤솔로지. 중국계 미국인이자 세계적인 SF 작가인 켄 리우가 칠월칠석 이야기를 현대적으로 완전히 바꾸어 쓴 이야기를 수록했다. 한국의 SF 작가 7인은 세계적으로 유례없이 풍부하고 다양한 제주 설화로부터, 왕콴유와 후지이 다이요는 각각 중국의 춘절 괴물과 17세기 일본 아마미섬 설화로부터 영감을 얻어 작품을 썼다.

수천 년의 시간 동안 축적되고 변형되며 살아남은 옛이야기들은 이 책에 참여한 SF 작가들의 상상을 통해 먼 미래의 어느 시간대로, 고요한 아시아의 작은 마을에서 은하를 넘나드는 세계로 도약한다. 작가들이 뛰어넘은 시공의 폭은 어느 때보다 광대하지만, 놀라운 것은 고대로부터 사람들이 꿈꾸어왔던 세상이 다르지 않다는 점이다. 태고의 이야기들은 인류가 존재하는 한 끊임없이 조금씩 새롭게 다른 말들로 채워지겠지만, 그 안에 숨겨진 인간적인 가치들은 안전하게 보존되어 계속해서 전해질 것이다. 이 책의 작가들은 그것들을 다른 세계로 향하는 캡슐에 담아 먼 곳으로 떠나보낸다. 고대의 설화에서 미래의 SF로."
7년의 밤,"제1회 세계청소년문학상 수상작 <내 인생의 스프링 캠프>, 제5회 세계문학상 수상작 <내 심장을 쏴라> 작가 정유정의 장편소설. 수상 이후 오랜 시간 준비하여 야심 차게 내놓는 소설로, 치밀한 사전 조사와 압도적인 상상력으로 무장한 작품이다. 7년의 밤 동안 아버지와 아들에게 일어난 슬프고 신비로우며 통렬한 이야기가 펼쳐진다.

세령호의 재앙이라 불리는 사건에서 살아남은 열두 살 서원, 세상은 그에게 '살인마의 아들'이라는 올가미를 덧씌운다. 친척집을 전전하던 끝에 결국 모두에게 버려진 서원은 세령마을에서 한집에서 지냈던 승환을 다시 만나 함께 살기 시작한다.

소설가이자 아버지의 부하직원이었던 승환에게 의지하며 새로운 삶을 시작하려던 서원에게 아버지의 사형집행 확정 소식이 칼처럼 날아들고 서원에게 '살인마의 아들'이라는 낙인을 찍은 잡지 '선데이매거진'이 그를 세상으로부터 내몬다. 서원은 세간의 눈을 피해 승환과 떠돌이 생활을 하며 승환에게 잠수를 배우며 살아간다.

세령호의 재앙으로부터 7년 후, 등대마을에서 조용히 지내던 승환과 서원은 야간 스쿠버다이빙을 하다가 사고를 당한 청년들을 구조하게 된다. 이 사건으로 인해 세간의 관심을 다시 받게 된 서원은 발신자를 알 수 없는 상자를 배달받는다. 상자 속에 들어 있던 소설은 승환이 쓴 것으로 7년 전의 세령호의 재앙이 낱낱이 기록되어 있는데…"
인간 실격,"자살 미수와 약물 중독, 39세의 젊은 나이에 자살로 생을 마감한 다자이 오사무의 작품 <인간 실격>이 출간됐다. 오직 순수함만을 갈망하는 한 젊은이가 파멸해가는 과정이 그려진다. 뉴욕 타임스는 '인간의 나약함을 드러내는 데 있어 다자이보다 뛰어난 작가는 드물다'고 평했다.

작품은 '나'라는 화자가 서술하는 서문과 후기, 작품의 주인공인 요조가 쓴 세 개의 후기로 구성되어 있다. 태어날 때부터 '다른 인간들'을 이해할 수 없었던 요조는 세상에 동화되기 위해 '익살꾼'을 자처하지만 번번히 좌절하고 결국 마약에 중독, 자살을 기도하기에 이른다. 하지만 거듭된 동반 자살 시도에서 혼자만 살아남은 요조는 본가로부터 절연 당하고 외딴 시골집에서 쓸쓸히 죽음을 기다리는 '인간 실격자'가 되고 만다.

함께 실린 '직소'는 유다가 예수를 고발하는 자리에서 늘어놓는 이야기이다. 일반적인 해석과 달리, 예수를 흠모하고 사랑했지만 그 사랑을 거부당한 데 대한 분노와 반발심으로 예수를 팔아넘긴 유다의 갈등과 번민을 생생하게 묘사한다."
