title,summary
천국에서 만난 다섯 사람,"<모리와 함께한 화요일>의 저자 미치 앨봄이 펴낸 장편소설. 죽음에서 시작해 삶으로 끝을 맺는 독특한 구성으로, 일상의 삶과 아픔을 어루만지는 작가의 따뜻하고 부드러운 시선이 돋보이는 작품이다. 전쟁의 상처를 안은 채 스스로 무의미한 생이라고 여기며 평생을 살아온 에디가 천국에서 만난 다섯 사람을 만난다.

평생을 놀이공원 정비공으로 살아온 주인공 에디가 당도하는 곳도 바로 천국이다. 절뚝거리는 다리를 이끌고 특별할 것 없는 인생을 살아가던 그는 어느 날 급작스런 사고로 죽음을 맞이하고, 바로 그 죽음의 순간 알 수 없는 손길에 이끌려 천국의 문으로 들어선다. 그곳에서 에디는 다섯 사람을 차례로 만난다.

그중 어떤 이들은 그가 알거나 사랑했던 사람들이고, 또 어떤 이들은 완전한 이방인이다. 에디는 그곳에서 그들 한 사람 한 사람이 이끄는 대로 과거와 감정으로의 여행을 떠난다. 그리고 점차 자신의 삶이 그들 모두와 어떻게든 연결되어 있으며, 그가 홀로 안고 살아야 했던 상처가 그들과도 깊은 관계를 맺고 있다는 사실을 깨닫게 된다."
商道 - 전5권 세트,"베스트셀러인 <상도> 전 5권 세트.

지은이는 1997년부터 3년 여간 한국일보에 연재했던 소설을 5권의 책으로 묶어냈다. 진정한 상인정신이란 무엇인가. 富에 대한 관념과 가치는 무엇인가. <상도> 는 이런 물음들에 대해 고민해봐야 할 경영자들에게 임상옥이라는 조선 후기의 무역상인의 이야기를 통해 답을 제시해 주고 있다.

임상옥은 200년 전인 19세기, 상업이 사농공상의 맨 아래에서 천대 받던 시대에 상업의 도(商道)를 이루었던 조선 최고의 거상이다.

국경 지방인 의주에서 보따리장사를 하는 비천한 상인의 아들로 태어난 그는 불가의 정신으로 뜻을 세우고, 자신의 인삼을 스스로 불태워버림으로써 중국 상계를 굴복시켰던 인삼왕, `재상평여수 인중직사형(財上平如水 人中直似衡ㆍ재물은 평등하기가 물과 같고, 사람은 바르기가 저울과 같다)'며 전 재산을 사회에 환원했던 의인이자, 말년에는 시를 지으며 여생을 보낸 시인이기도 했다.

지은이는 또한 임상옥의 일대기를 통해 오늘날 한국 사회에서 돈의 노예가 되다시피 한 장사꾼들에게 따끔한 경고의 말을 전하기도 한다."
방과 후,"히가시노 게이고는 1985년 <방과 후>로 제31회 에도가와 란포 상을 수상했고, 이를 계기로 전업작가가 되었다. 여고생들 특유의 섬세하고 예리한 감정을 탄탄한 복선과 트릭 안에 담아낸 학원 미스터리. 자신의 비밀을 들킨 데 대한 수치심, 상처받은 마음, 함부로 타인을 평가하는 자들에 대한 분노가 끔직한 결과를 초래한다.

여고 수학교사 마에시마. 그는 대학 시절 경험을 살려 교내 양궁부 고문을 맡고 있다. 평범하게 살아가던 그는 자신의 목숨을 노린 세 차례의 공격을 받고 공포에 휩싸인다. 그러던 어느 날 교내 탈의실에서 학생지도부 교사가 청산가리로 살해되자, 오타니 형사와 함께 이 사건을 조사하게 된다.

그러나 이 사건이 해결되기도 전에 또 다른 희생자가 발생한다. 학교 축제가 한창 진행되고 있던 운동장 한가운데에서 피에로로 분장한 체육교사 다케이가 살해된 것이다. 다케이의 사인 역시 청산가리 중독. 그런데 다케이가 맡은 피에로는 원래 마에시마의 역할이었다. 다케이가 자기 대신 죽었다고 생각한 마에시마는 극도의 공포감을 느끼는데..."
음유시인 비들 이야기,"해리포터의 작가 조앤 K.롤링이 자필로 쓴 한정판 7권을 세상에 내보이며 화제가 되기도 했던 <음유시인 비들 이야기>. <음유시인 비들 이야기>는 '해리포터 시리즈'의 마지막 완결편인 <해리포터와 죽음의 성물>에서 덤블도어 교수가 헤르미온느에게 남겨준 마지막 유산이다.

<해리포터와 죽음의 성물>에 공개된 '삼 형제 이야기' 외에 4편이 더 실려 있다. '엄청난 행운의 샘', '마법사와 깡충깡충 냄비', '마술사와 털 난 심장', '배비티 래비티와 깔깔 웃는 그루터기'. 이 다섯 편의 동화는 결국 마법으로 무엇을 할 수 있는가가 아닌, 마법으로 할 수 없는 것은 무엇인가에 대한 이야기를 담고 있다.

조앤 K. 롤링은 특유의 상상력을 발휘하며 마법 세계에 전해 내려오는 이야기를 그린다. 조앤 K. 롤링이 직접 그린 20여 컷의 일러스트도 함께 수록하였다. 각 동화에는 알버스 덤블도어 교수의 해설이 덧붙여 있다. '해리포터 시리즈'에서도 쉽게 들을 수 없었던 풍부한 마법 정보를 다양한 에피소드와 함께 소개한다.

* 이 책의 판매수익금은 조앤 롤링과 엠마 니콜슨이 설립한 취약아동 후원 재단인 Children's High Level Group에 전액 기부된다."
[세트] 해리 포터 시리즈 1~7편 박스 세트 - 전23권 (무선),"1997년 영국에서 출간된 이래 <해리 포터> 시리즈는 지금까지 200개국 이상 80개의 언어로 번역되고 출간되어 5억 부 이상을 판매했다. 국내에서도 1999년 <해리 포터와 마법사의 돌>의 출간을 필두로 지금까지 약 1,500만 부가 판매되었으며, 현재에도 독자들에게 변함없는 사랑을 받고 있다. 이 시리즈는 여덟 편의 영화로도 제작되어 전 세계 곳곳에서 흥행을 거두었고, 영화와 관련된 새로운 도서가 출간되고 테마 파크가 조성되는 등 놀라운 기현상을 빚어냈다.

뿐만 아니라 <해리 포터> 시리즈에서 또 다른 작품들이 문화상품으로 파생되어 지금도 꾸준히 독자들을 만나고 있다. '해리 포터'의 다음 세대인 자녀들의 이야기를 다룬 <해리 포터와 저주 받은 아이>는 시나리오로 출간된 이후 연극으로 만들어져 영국을 시작으로 미국, 호주, 독일, 캐나다 등 세계 곳곳에서 열띤 호응을 얻으며 공연 중이고, <해리 포터>의 세계관이 확장된 <신비한 동물 사전> 시리즈는 계속해서 영화로 제작되고 있다.

20주년을 맞아 새롭게 출간한 <해리 포터> 시리즈는 '21세기 고전'이라 불릴 만한 품격에 맞춰 작품의 완성도를 높였다. J.K. 롤링이 작품 속에 이룩해놓은 문학적 성취가 완벽하게 구현되어 있다. 복선과 반전을 선사하는 문학적 장치들을 보다 정교하고 세련되게 다듬었으며, 인물들 사이의 관계나 그들의 숨겨진 비밀 그리고 성격이 도드라지는 말투의 미세한 뉘앙스까지 점검했다."
야경,"'고전부' 시리즈로 유명한 요네자와 호노부가 당당하게 일본 미스터리 제왕의 자리를 차지했다. <빙과>로 데뷔한 그는 발표하는 작품마다 독특한 개성과 수준 높은 작품성으로 주목을 받고 있는 젊은 작가 중 한 명. 이번에 출간되는 <야경>으로 해마다 발표되는 가장 공신력 있는 미스터리 순위 세 군데에서 모두 1위를 차지하며 일본 미스터리의 경계를 뛰어넘은 차세대 제왕으로 등극했다.

파출소의 경관, 여관 종업원, 아름다운 어머니를 둔 두 자매, 해외 주재 비즈니스맨, 휴게소를 지키는 할머니, 가게 안주인…. 일순 평범해 보이는 인생에서 벌어지는 수수께끼의 사건들과 어둠에 가려진 여섯 가지의 놀라운 진상을 담은 작품집이다.

작은 동네의 파출소를 중심으로 한 경관의 죽음을 둘러싼 이야기, 옛 연인을 만나러 자살의 명소가 된 온천 여관으로 찾아갔다가 맞닥뜨린 수수께끼, 아름다운 어머니와 두 자매 사이에서 벌어지는 남모를 애정과 갈등의 선율, 험악한 환경의 해외로 파견된 비즈니스맨에게 닥친 혹독한 시련 등 처음에는 어느 곳에서나 볼 수 있는 평범한 일상이 감춰진 수수께끼를 풀어놓는 순간 각기 다른 색깔을 띠며 변화해가는 모습을 담고 있다."
소설 보다 : 가을 2019,"<소설 보다>는 문학과지성사가 분기마다 '이 계절의 소설'을 선정, 홈페이지에 그 결과를 공개하고 이를 계절마다 엮어 1년에 4권씩 출간하는 단행본 시리즈로 2018년에 시작되었다. 선정된 작품은 문지문학상 후보로 삼는다.

<소설 보다 : 가을 2019>에는 '이 계절의 소설' 가을 선정작인 강화길의 '음복(飮福)', 천희란의 '우리에게 다시 사랑이', 허희정의 '실패한 여름휴가' 총 3편과 작가 인터뷰가 실렸다. 선정위원(강동호, 김형중, 우찬제, 이광호, 이수형, 조연정, 조효원)은 문지문학상 심사와 동일한 구성원이며 매번 자유로운 토론을 거쳐 작품을 선정한다."
길 위에서 1,"비트 문학의 선구자인 잭 케루악의 혁명적인 소설. 이 작품은 잭 케루악이 종전 후에 대학을 자퇴하고 앨런 긴즈버그, 윌리엄 버로스, 닐 캐시디 등과 함께 미국 서부 및 멕시코를 횡단한 체험을 토대로 쓴 것이다. 잭 케루악은 1957년 출간되자마자 폭발적인 인기를 얻은 이 책을 통해 명실공히 비트 세대의 화신으로 자리매김하게 된다.

잭 케루악 자신을 그대로 투영한 인물인 젊은 작가 샐 파라다이스는 우연히 알게 된 청년 딘 모리아티의 광적인 호기심과 열정에 자극을 받아 그와 함께 히치하이크로 미 대륙을 종횡한다. 그 여정에서 만나고 헤어지는 사람들의 다양한 삶과 각양각색의 풍경, 어디서나 끊이지 않는 재즈 리듬이 길 위에서 펼쳐진다.

형식에 구애되지 않는 즉흥적인 문체와 자유롭고 열정적인 이야기가 어우러진 이 소설은 당대의 젊은이들로 하여금 미국 사회의 물질주의와 고루한 기성도덕에 반기를 들고 진정한 자유와 새로운 깨달음을 찾아 길 위로 나서게 했다. 미국 출간 50주년을 기념하는 전문가들의 해제와 작품 속 딘과 샐의 여행 경로가 담긴 지도를 함께 수록하였다."
암흑의 핵심,"폴란드 태생이나 영어로 글을 썼던 콘라드의 대표작. 원제 'Heart of Darkness'는 '어둠의 속'이나 '암흑의 핵' 등으로 번역되기도 한다. 한 유럽인의 아프리카 오지로의 여행을 통해 문명이라는 이름의 야만, 혹은 제국주의를 폭로하고 그와 대비되는 원시의 생명력, 어둡고 주술적인 유혹을 그려내고 있다."
존재의 세 가지 거짓말 세트 - 전3권,"헝가리 작가 아고타 크리스토프의 소설 <존재의 세 가지 거짓말>이 재출간됐다. <비밀 노트>, <타인의 증거>, <50년간의 고독> 3권이 하나의 제목 아래 묶여 있지만, 각각 하나의 독립된 작품으로 읽어도 무방하다.

이 소설 속의 인물들은 한번도 아프다거나 슬프다거나, 고통스럽다고 내어 말하지 않는다. 보여지는 것은 있는 그대로의 현실뿐. 하지만 그렇게 가차없고 무감정해 보이는 언어는 외려 말로 못하는 외로움과 고통을 더욱 강렬하게 전달하는 효과를 낳는다."
아가미,"<위저드 베이커리>로 제2회 창비청소년문학상을 수상하며 등단한 구병모 작가의 장편소설. 구병모 작가가 '청소년 소설'이라는 꼬리표를 떼고 쓴 첫 장편소설 <아가미>는 죽음과 맞닥뜨린 순간 생(生)을 향한 몸부림으로 물고기의 아가미를 갖게 된 남자 '곤'과 그를 둘러싼 인물들의 비밀스러우면서도 가슴 저린 운명을 담은 작품이다.

생계의 위기와 아내의 가출 등 잇따른 불행으로 막다른 길에 몰린 한 남자. 그는 돌이킬 수 없는 절망으로 아들을 품에 안은 채 호수에 뛰어든다. 남자는 끝내 목숨을 잃지만 아이는 살아남는다. 희박한 산소를 찾아 호흡하려는 본능적 의지가 아이의 목에 아가미를 탄생시킨 덕이다. 아이는 호수 근처에서 살고 있는 노인과 노인의 손자 강하에게 거두어지고 '곤'이라는 이름을 갖게 된다.

아가미로 숨을 쉬고 등에 돋은 비늘을 빛내며 조용하고 깊은 호수 속을 유영하는 곤. 그는 인간이자 물고기인 자신을 어디에도 드러낼 수 없기에 노인과 강하, 그리고 호수 근처가 그가 경험하는 세계의 전부다. 하지만 그에게는 물속에서 한없는 평온과 자유를 느끼는 것으로 충분하다. 참담한 현실이 끌고 간 죽음의 문턱에서 아가미를 얻게 된 곤은 그렇게, 세상과 단절된 채 살아간다.

곤의 정체를 알고 있는 사람들. 강하의 할아버지와 강하, 강하의 어머니인 이녕, 그리고 우연히 물에 빠졌다가 곤의 도움으로 목숨을 건진 여자 해류. <아가미>는 곤과 그를 둘러싼 세 사람의 비밀스러우면서도 가슴 저린 운명을 통해, 곤이 상징하는 그 세계를 우리가 어떻게 잃어버렸는지, 왜 그리워하고 사랑하고 두려워할 수밖에 없는지를 이야기하는 소설이다."
슬픈 쥐의 윤회,"철학자 도올 김용옥의 소설집으로, 모두 13편의 단편이 실려 있다. 제목 ‘슬픈 쥐의 윤회’는 이 책의 3번째 작품 '애서윤회哀鼠輪迴'에서 취했다. 도올의 소설은 우리가 상식적으로 생각하는 소설의 개념을 파괴한다. 그것은 소설이라는 문학 장르의 개념에 새로운 요소를 도입하는 철학적 작업이다. 또한 이 책은 도올의 철학이 도올의 일상적 삶에 어떻게 발현되고 있는가를 엿볼 수 있는 창이기도 하다."
인스티튜트 1~2 세트 - 전2권,"미국인이 가장 사랑하는 작가 스티븐 킹의 최신 장편 소설 『인스티튜트』(전2권)가 황금가지에서 출간되었다. 평온한 일상을 보내던 한 소년이 갑자기 부모가 살해되고 아이들을 테러에 활용하는 시설에 끌려와 벌어지는 이야기를 스티븐 킹 특유의 속도감 있는 스토리텔링과 깊이 있는 주제의식으로 풀어낸다.

출간 직후 평단과 대중의 폭발적인 반응을 불러모았으며, 《뉴욕 타임스》를 비롯 전미 베스트셀러 1위는 물론 독일, 이탈리아 등 유럽에서도 베스트셀러 1위에 등극하였다. 『인스티튜트』는 미국 최대의 독자 사이트인 굿리즈 초이스 어워드를 수상하였을 뿐 아니라 《뉴욕 타임스》에서 선정한 주목할 만한 책으로 선정되었으며, 미드 「미스터 메르세데스」의 제작팀에 의해 드라마화가 진행 중이다.

『인스티튜트』에서 ‘시설’의 어른들은 전 인류를 위한다는 명분 아래에 아이들을 가차 없이 짓밟는다. “이토록 비인간적인, 하지만 지독하게 현실적이기 때문에 더욱 끔찍한” 이야기를 통해, 스티븐 킹은 오랜 기간 문학에서 다루어 온 주제, “존엄성과 인간성이 박탈당한 환경에 놓인다면, 어떻게 사람답게 있을 수 있을까?”를 자신만의 방식으로 그리고 있다."
몽실 언니,"1984년 4월 첫 출간된 이후 50만부가 넘는 판매고를 기록하며 어린이 책의 고전이 된 <몽실 언니>의 양장본. 세로 19cm, 가로 13cm 정도의 손에 쏙 잡힐 만한 크기에 하드커버의 고급스런 장정으로 다시 꾸며졌다. 단순하면서도 따뜻한 그림을 보여주는 판화가 이철수의 삽화도 만날 수 있다. 어른을 위한 동화책.

읽고 나면 ""이 세상의 모든 폭력이 사라지지 않는 한 우리는 누구나 불행한 인생을 살아야 할 것입니다.""라는 작가의 말이 더욱 절절하게 가슴에 와닿는 동화. 해방 직후부터 50년대 까지를 배경으로 삶이 피폐해진 생활 속에서도 착한 마음을 잃지 않는 몽실이와 동생 난남이가 겪는 세상살이가 주된 줄거리이다.

아버지와 엄마, 새아버지와 새엄마, 인민군 언니들과의 만남과 이별을 통해 성장해 가는 몽실이의 가슴 아픈 인생사를 담담한 어조로 펼쳐진다. 절름발이 몽실이가 겪는 삶을 통해 당시의 시대 상황과 풍속도 엿볼 수 있다.

이 책은 또한 처음 잡지에 연재할 당시 몽실이와 인민군 장교의 이야기를 실은 부분이 군사정권의 압력에 잘려나간 뒷 이야기도 가지고 있다. 이런 사연에 처음에 1천장 분량으로 쓰려 했으나 겨우 7백장에 끝을 맺게 되었다고 한다. 이번 개정판에서 그 장면들을 살려보려고도 했지만 그동안 많은 독자들이 읽은 책을 고치는 것도 별로 좋지 않은 것 같아, 다만 이런 사정이 있다는 것을 독자들에게 알리고 이해를 구하고 싶다고 작가는 이야기한다.

어린이용으로는 2000년 4월에 개정2판으로 출간된 반양장본이 있다."
홀리 가든,"<냉정과 열정 사이>, <반짝반짝 빛나는>의 작가 에쿠니 가오리의 장편소설. 소꿉친구로 만났다가 30대를 넘어서까지 우정을 유지하는 두 여자의 평화롭고도 아슬아슬한 일상을 그린 이야기이다. 많은 시간을 함께했지만 각자의 생활이 생기면서 조금씩 변해가는 친구 사이의 미묘함, 우정을 유지하기 위해 필요한 거리, 매일 조금씩 파고드는 새로운 사람과 사랑 등을 작가 특유의 담백한 문체로 그려낸다.

안경점에 근무하는 가호와 고등학교 미술 교사인 시즈에는 오랜 친구 사이다. 5년 전 헤어진 옛 애인을 잊지 못하는 가호는, 고양이 한 마리를 키우고 있고 혼자서는 저녁을 먹지 못해 늘 친구를 초대해 요리를 해준다. 잠자리 상대가 몇 사람 있지만 그들에게 마음을 주진 않는다. 매사에 자신의 영역이 분명한 가호와는 달리, 시즈에는 애인과 늘 함께 하기를 원하며 모든 생활에 그의 영향을 받는다.

에쿠니 가오리 소설의 특징 가운데 하나는 큰 사건이나 클라이맥스 없이 캐릭터나 주변 묘사만으로 짜임새 있는 하나의 작품을 이룬다는 것인데, <홀리 가든> 역시 그런 소설이다. 누구에게, 어떤 에피소드에 초점을 두느냐에 따라 저마다 '다른' 이야기를 읽을 수 있다."
